Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Crecimiento de la población (% anual),SP.POP.GROW,Area Metropolitana de Bucaramanga,AMB,1.96794438406062,1.60375190216718,1.711657037,1.634875091,1.591093337,1.536011768,1.534452705,1.652979695,1.783403817,2.246706322,3.048020377,2.368886374
