Fecha,Puducherry,Goa,Manipur,Nagaland,AMB,Mizoram
2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-12,0.015889809739810367,0.04474904603117963,0.0519805737252417,0.0004421287563465601,0.0009773697343363622,0.000499484724004639
2020-06-13,0.039374465642872905,0.11164630851787706,0.12388508846353075,0.001157607854480254,0.002555840705128155,0.0013000003004701756
2020-06-14,0.06818533470318892,0.1939383304342083,0.21032766781562293,0.0020494783243247806,0.004521588836235161,0.0022977606186428594
2020-06-15,0.10074094945015327,0.28695885781103153,0.30739752495929495,0.0030559760475239116,0.006738281483903612,0.0034256769926959752
2020-06-16,0.13593888532205464,0.38748381329120973,0.41225499453161907,0.004137760783735245,0.009118999677731407,0.004640387322999951
2020-06-17,0.17301067009868784,0.49328560361461615,0.5228381905758772,0.005269779228616543,0.011608333895355611,0.005913869864232973
2020-06-18,0.21142064017376908,0.6028251696534918,0.6376500031686352,0.006436080767651248,0.014170967211476466,0.007228021183562597
2020-06-19,0.25079542887150374,0.7150392019225962,0.7556034290406719,0.007626514480089169,0.016784395069120953,0.008571150536409049
2020-06-20,0.2908748114302684,0.8291931149354093,0.875909258340226,0.008834624669791957,0.01943428303111957,0.009935713344475171
2020-06-21,0.33147743721008127,0.9447794609410055,0.9979945211430914,0.010056310020820967,0.022111506511655152,0.011316845791174212
2020-06-22,0.37247694173528517,1.061447735390916,1.1214432668728116,0.011288969334400357,0.02481026313517488,0.012711417361426537
2020-06-23,0.4137852927936017,1.1789558762099095,1.2459535647529592,0.01253095724147308,0.02752686905231268,0.014117418270636015
2020-06-24,0.45534118080895847,1.297136751378783,1.3713062773465643,0.01378123742219748,0.03025899138695006,0.015533563408541541
2020-06-25,0.49710192549779203,1.4158750028390172,1.4973423873359537,0.015039161658473275,0.03300515879330312,0.016959036270151655
2020-06-26,0.5390378337147838,1.5350910465472314,1.6239465330137461,0.01630432907667017,0.035764449349015896,0.018393323396069305
2020-06-27,0.5811282660747051,1.6547300169631896,1.751035053023589,0.017576496440916158,0.03853629154491073,0.01983610732333476
2020-06-28,0.6233588948969639,1.7747541281085808,1.8785473049341326,0.018855521025094756,0.04132033738124941,0.021287197393750058
2020-06-29,0.6657197926602103,1.895137394297825,2.006439361399265,0.020141324195427503,0.044116381427102114,0.022746484987962345
2020-06-30,0.7082040991042002,2.015861984814088,2.134679432679034,0.02143386822096528,0.04692430922802564,0.024213914604591304
2020-07-01,0.7508070928979629,2.136915702033156,2.263244542796296,0.02273314149208349,0.04974406439907663,0.02568946515391258
2020-07-02,0.7935255431551963,2.258290240531046,2.392118114989238,0.024039149113697762,0.052575627648334136,0.027173137868840135
2020-07-03,0.836357258395806,2.3799799838117135,2.5212882208931613,0.025351906881784715,0.05541900336869546,0.028664948474292806
2020-07-04,0.8793007715785874,2.501981173127185,2.650746306589416,0.026671437496066968,0.05827421114872063,0.03016492214116474
2020-07-05,0.9223551208438492,2.6242913326554893,2.780486267997371,0.027997768102354194,0.06114128030477944,0.03167309022276073
2020-07-06,0.965519696406418,2.7469088732391556,2.910503780696354,0.029330928745086162,0.0640202464078368,0.0331894881283082
2020-07-07,1.0087941340989255,2.8698328159129365,3.040795812351334,0.030670951389323887,0.06691114909646954,0.034714153967907994
2020-07-08,1.0521782403764586,2.993062605371355,3.171360268838719,0.03201786927959056,0.06981403063919613,0.03624712766946308
2020-07-09,1.0956719414567035,3.116597977187756,3.3021957371275477,0.03337171654674582,0.07272893505408254,0.037788450399799306
2020-07-10,1.1392752465748062,3.2404388673375557,3.4333012996977916,0.03473252795075362,0.07565590751622592,0.03933816420458519
2020-07-11,1.182988222873413,3.3645853498862586,3.5646763966417243,0.03610033871677556,0.07859499401876578,0.0408963117601406
2020-07-12,1.2268109777775549,3.4890375943354157,3.696320729701472,0.03747518444359037,0.08154624112701407,0.04246293623699997
2020-07-13,1.2707436470493616,3.613795834707773,3.828234190278665,0.03885710101598723,0.08450969580843194,0.04403808118672374
2020-07-14,1.3147863859121633,3.738860349572362,3.9604168068639747,0.04024612459492165,0.08748540537571912,0.04562179047261261
2020-07-15,1.3589393632322757,3.864231447693187,4.092868707613724,0.04164229156369644,0.09047341740910746,0.04721410825011471
2020-07-16,1.4032027574217258,3.9899094576006027,4.22559009315739,0.0430456385188188,0.09347377970768557,0.04881507892617119
2020-07-17,1.4475767534046216,4.115894721854095,4.358581216965026,0.04445620225635755,0.096486540272991,0.0504247471375916
2020-07-18,1.4920615406426763,4.242187591859966,4.491842370354064,0.04587401978690298,0.09951174730717063,0.052043157736367654
2020-07-19,1.5366573120816183,4.368788423864978,4.625373872164958,0.04729912831577351,0.1025494491926576,0.0536703558075188
2020-07-20,1.581364262580981,4.4956975771331535,4.759176061648652,0.04873156524027537,0.10559969448072745,0.055306386653392534
2020-07-21,1.6261825883866985,4.622915413016074,4.893249292220833,0.05017136815234698,0.1086625318935638,0.05695129578515541
2020-07-22,1.6711124869667224,4.75044229333657,5.027593927565027,0.05161857483454014,0.11173801032216775,0.05860512892483448
2020-07-23,1.716154156450527,4.878278579476713,5.16221033951128,0.05307322326791575,0.11482617882093489,0.0602679319994345
2020-07-24,1.7613077953846226,5.006424632062782,5.297098905355492,0.05453535162610233,0.11792708661333116,0.06193975115083909
2020-07-25,1.8065736025343517,5.134880810851672,5.432260006021167,0.056004998283019754,0.1210407830877873,0.06362063275572752
2020-07-26,1.8519517769120795,5.263647474107981,5.567694024745806,0.05748220179108966,0.12416731779991007,0.06531062351849963
