Fecha de diagnóstico,AMB
2021-07-24,7.0
2021-07-25,6.987819651052241
2021-07-26,6.975957160401048
2021-07-27,6.964396428285451
2021-07-28,6.95312209673946
2021-07-29,6.9421195151311785
2021-07-30,6.93137470727355
2021-07-31,6.920874339941235
2021-08-01,6.910605692942577
2021-08-02,6.900556630519813
2021-08-03,6.890715574166436
2021-08-04,6.881071476686128
2021-08-05,6.871613797428366
2021-08-06,6.862332478664411
2021-08-07,6.853217923049097
2021-08-08,6.844260972263703
2021-08-09,6.835452886817992
2021-08-10,6.826785325908316
2021-08-11,6.818250329132237
2021-08-12,6.809840298819206
2021-08-13,6.801547983261485
2021-08-14,6.793366460059891
2021-08-15,6.78528912137359
2021-08-16,6.7773096590134045
2021-08-17,6.769422050315117
2021-08-18,6.761620545053377
2021-08-19,6.753899652532173
2021-08-20,6.746254129582519
2021-08-21,6.738678969020499
2021-08-22,6.731169388557413
2021-08-23,6.7237208203749015
2021-08-24,6.716328901050312
2021-08-25,6.708989462026537
2021-08-26,6.70169852054209
2021-08-27,6.694452270878983
2021-08-28,6.6872470762074
2021-08-29,6.680079460570255
2021-08-30,6.672946101284559
2021-08-31,6.66584382181401
2021-09-01,6.658769585322148
2021-09-02,6.651720487639068
2021-09-03,6.644693751089465
2021-09-04,6.637686718737961
2021-09-05,6.630696848895089
2021-09-06,6.623721709316879
2021-09-07,6.616758972145876
2021-09-08,6.609806409286773
2021-09-09,6.6028618875926846
2021-09-10,6.595923364232187
2021-09-11,6.588988882500764
2021-09-12,6.582056568055515
2021-09-13,6.575124624760884
2021-09-14,6.5681913309887765
2021-09-15,6.561255036174743
2021-09-16,6.554314157636962
2021-09-17,6.547367177114317
2021-09-18,6.540412637757574
2021-09-19,6.533449141350244
2021-09-20,6.526475345555596
2021-09-21,6.5194899611021295
2021-09-22,6.512491749306898
2021-09-23,6.505479519822825
2021-09-24,6.498452128236443
2021-09-25,6.49140847383195
2021-09-26,6.484347497544925
2021-09-27,6.477268180121337
2021-09-28,6.47016954002115
2021-09-29,6.463050631621252
2021-09-30,6.455910543490173
2021-10-01,6.448748397019435
2021-10-02,6.441563344601161
2021-10-03,6.4343545681127745
2021-10-04,6.427121277512256
2021-10-05,6.419862709621931
2021-10-06,6.4125781267453545
2021-10-07,6.405266815353643
2021-10-08,6.397928084923166
2021-10-09,6.390561266916071
2021-10-10,6.383165713720045
2021-10-11,6.375740797478489
2021-10-12,6.368285909158502
2021-10-13,6.360800457663451
2021-10-14,6.3532838690284645
2021-10-15,6.345735585416692
2021-10-16,6.338155064353754
2021-10-17,6.3305417779688025
2021-10-18,6.322895212343834
2021-10-19,6.315214866697028
2021-10-20,6.307500252730441
2021-10-21,6.299750893995042
2021-10-22,6.291966325382219
2021-10-23,6.284146092443263
2021-10-24,6.276289750834642
2021-10-25,6.268396865795633
2021-10-26,6.2604670117034305
2021-10-27,6.2524997715515385
2021-10-28,6.244494736467321
2021-10-29,6.236451505280516
2021-10-30,6.228369684145944
2021-10-31,6.220248886140372
2021-11-01,6.212088730837148
2021-11-02,6.203888843956106
2021-11-03,6.195648857036532
2021-11-04,6.187368407133932
2021-11-05,6.17904713644637
2021-11-06,6.170684692029719
2021-11-07,6.162280725515508
2021-11-08,6.153834892867614
2021-11-09,6.145346854075776
2021-11-10,6.136816272913069
2021-11-11,6.128242816698489
2021-11-12,6.119626156104172
2021-11-13,6.11096596490065
2021-11-14,6.10226191974977
2021-11-15,6.093513700007756
2021-11-16,6.084720987559299
2021-11-17,6.075883466619154
2021-11-18,6.067000823551078
2021-11-19,6.058072746704968
2021-11-20,6.049098926273891
2021-11-21,6.040079054140385
2021-11-22,6.031012823716773
2021-11-23,6.0218999298116005
2021-11-24,6.012740068505339
2021-11-25,6.003532937033623
2021-11-26,5.994278233645749
2021-11-27,5.984975657495396
2021-11-28,5.975624908532207
2021-11-29,5.966225687410006
2021-11-30,5.956777695365009
2021-12-01,5.947280634126217
2021-12-02,5.937734205823041
2021-12-03,5.92813811291511
2021-12-04,5.9184920580815294
2021-12-05,5.9087957441411945
2021-12-06,5.89904887397423
2021-12-07,5.8892511504468485
2021-12-08,5.879402276389115
2021-12-09,5.8695019544804605
2021-12-10,5.859549887179078
2021-12-11,5.849545776670919
2021-12-12,5.83948932481079
2021-12-13,5.82938023305518
2021-12-14,5.8192182024145165
2021-12-15,5.809002933409667
2021-12-16,5.798734126020651
2021-12-17,5.7884114796427575
2021-12-18,5.778034692995993
2021-12-19,5.7676034640673715
2021-12-20,5.757117490147317
2021-12-21,5.746576467755776
2021-12-22,5.735980092606176
2021-12-23,5.725328059545041
2021-12-24,5.714620062471387
2021-12-25,5.703855794389192
2021-12-26,5.6930349473443105
2021-12-27,5.682157212392574
2021-12-28,5.671222279558916
2021-12-29,5.660229837752372
2021-12-30,5.64917957481375
2021-12-31,5.638071177469744
