Fecha de diagnóstico,AMB
2021-07-24,273.0
2021-07-25,265.7870341508462
2021-07-26,258.9385739592722
2021-07-27,252.4378191846067
2021-07-28,246.26875183379227
2021-07-29,240.4160998547359
2021-07-30,234.86530248632542
2021-07-31,229.6024770906447
2021-08-01,224.6143876245222
2021-08-02,219.8884145110946
2021-08-03,215.41252600508696
2021-08-04,211.17525086674505
2021-08-05,207.1656522758881
2021-08-06,203.37330294784192
2021-08-07,199.78826139366984
2021-08-08,196.4010494252103
2021-08-09,193.20263088180167
2021-08-10,190.18439041539085
2021-08-11,187.33811423268622
2021-08-12,184.6559714864057
2021-08-13,182.13049661528714
2021-08-14,179.75457180412707
2021-08-15,177.52141145150807
2021-08-16,175.4245464716171
2021-08-17,173.45780941803358
2021-08-18,171.61532070450997
2021-08-19,169.89147501103534
2021-08-20,168.28092864622667
2021-08-21,166.7785873945894
2021-08-22,165.37959484002195
2021-08-23,164.07932139009424
2021-08-24,162.8733536691194
2021-08-25,161.75748448495327
2021-08-26,160.72770328069612
2021-08-27,159.78018692105383
2021-08-28,158.91129110760528
2021-08-29,158.1175419412473
2021-08-30,157.395627923754
2021-08-31,156.74239245587214
2021-09-01,156.15482705266726
2021-09-02,155.6300639402866
2021-09-03,155.16536956057627
2021-09-04,154.75813851538643
2021-09-05,154.40588778544
2021-09-06,154.10625062598677
2021-09-07,153.85697124389813
2021-09-08,153.65589993272138
2021-09-09,153.50098800796582
2021-09-10,153.39028293279608
2021-09-11,153.32192391202344
2021-09-12,153.2941379320544
2021-09-13,153.30523539082446
2021-09-14,153.35360620652415
2021-09-15,153.43771619609805
2021-09-16,153.5561037306407
2021-09-17,153.70737609467903
2021-09-18,153.89020632289547
2021-09-19,154.10333027884397
2021-09-20,154.34554376115258
2021-09-21,154.61569954488067
2021-09-22,154.91270477881866
2021-09-23,155.23551861878363
2021-09-24,155.58314970328547
2021-09-25,155.95465380442008
2021-09-26,156.34913167857903
2021-09-27,156.7657271334404
2021-09-28,157.20362482586356
2021-09-29,157.66204837514877
2021-09-30,158.1402585519159
2021-10-01,158.6375518427159
2021-10-02,159.15325853661352
2021-10-03,159.68674113530227
2021-10-04,160.23739287970062
2021-10-05,160.80463647515742
2021-10-06,161.38792264086038
2021-10-07,161.98672873239946
2021-10-08,162.60055752380387
2021-10-09,163.2289361400632
2021-10-10,163.87141494670468
2021-10-11,164.5275663239712
2021-10-12,165.196983691502
2021-10-13,165.87928058002214
2021-10-14,166.57408979037143
2021-10-15,167.2810623427253
2021-10-16,167.99986667671288
2021-10-17,168.73018785853353
2021-10-18,169.47172690212162
2021-10-19,170.22419991550166
2021-10-20,170.98733742029393
2021-10-21,171.76088368951133
2021-10-22,172.5445962185896
2021-10-23,173.33824501525976
2021-10-24,174.14161202194282
2021-10-25,174.9544905722467
2021-10-26,175.77668492910436
2021-10-27,176.6080097421283
2021-10-28,177.44828954624586
2021-10-29,178.29735831403204
2021-10-30,179.15505906516404
2021-10-31,180.0212434486782
2021-11-01,180.89577130184216
2021-11-02,181.7785102883429
2021-11-03,182.6693355607864
2021-11-04,183.5681294483009
2021-11-05,184.47478106999563
2021-11-06,185.38918604208794
2021-11-07,186.31124618780896
2021-11-08,187.2408692882418
2021-11-09,188.17796876665824
2021-11-10,189.12246344025226
2021-11-11,190.07427727728304
2021-11-12,191.03333920126667
2021-11-13,191.99958282993646
2021-11-14,192.97294626444034
2021-11-15,193.95337188924847
2021-11-16,194.94080620477968
2021-11-17,195.93519962583633
2021-11-18,196.93650629833505
2021-11-19,197.94468393524753
2021-11-20,198.95969367351665
2021-11-21,199.9814999197172
2021-11-22,201.01007018943469
2021-11-23,202.04537497420662
2021-11-24,203.0873876182449
2021-11-25,204.1360842031306
2021-11-26,205.19144340650092
2021-11-27,206.2534463946957
2021-11-28,207.32207671634723
2021-11-29,208.39732021353865
2021-11-30,209.47916490138016
2021-12-01,210.56760088152572
2021-12-02,211.6626202528102
2021-12-03,212.76421704528724
2021-12-04,213.87238711159165
2021-12-05,214.98712805105058
2021-12-06,216.10843913502077
2021-12-07,217.23632123585642
2021-12-08,218.37077681165053
2021-12-09,219.51180979383267
2021-12-10,220.6594255210356
2021-12-11,221.81363069363488
2021-12-12,222.9744333200146
2021-12-13,224.1418426542049
2021-12-14,225.31586915394897
2021-12-15,226.49652444327742
2021-12-16,227.6838212669588
2021-12-17,228.87777345277559
2021-12-18,230.0783958247492
2021-12-19,231.28570415094984
2021-12-20,232.49971519034455
2021-12-21,233.72044662367153
2021-12-22,234.94791702417587
2021-12-23,236.1821458027817
2021-12-24,237.42315313204537
2021-12-25,238.67096001008866
2021-12-26,239.9255882030637
2021-12-27,241.18706022044555
2021-12-28,242.45539928094527
2021-12-29,243.73062923207007
2021-12-30,245.01277460920267
2021-12-31,246.30186059636483
