FECHA,BMW,Casos,Muertes,Mov Residencial,Mov trabajo,Mov estaciones
2020-06-17,0.14,75.804920913884,0.9560632688927944,8.0,-40.0,5.0
2020-06-18,0.14,75.0906351995983,0.9560632688927944,-3.0,28.0,-46.0
2020-06-19,0.14,75.0906351995983,0.9560632688927944,-2.0,33.0,54.0
2020-06-20,0.14,76.23349234245543,0.9560632688927944,-20.0,101.0,-31.0
2020-06-21,0.14,75.94777805674116,0.9560632688927944,0.0,-12.0,-3.0
2020-06-22,0.14,110.06452422796886,0.9560632688927944,17.0,-103.0,29.0
2020-06-23,0.14,109.63595279939743,0.9560632688927944,-6.0,36.0,38.0
2020-06-24,0.14,109.63595279939743,0.9560632688927944,0.0,-5.0,-3.0
2020-06-25,0.14,108.77880994225458,0.9560632688927944,1.0,-3.0,-53.0
2020-06-26,0.14,108.77880994225458,0.9560632688927944,1.0,23.0,38.0
2020-06-27,0.14,107.77880994225458,0.9560632688927944,-17.0,92.0,-12.0
2020-06-28,0.14,143.1812703991966,0.9560632688927944,3.0,-65.0,56.0
2020-06-29,0.14,143.1812703991966,0.9560632688927944,8.0,-49.0,-63.0
2020-06-30,0.14,144.75269897062518,0.9560632688927944,5.0,-113.0,69.0
2020-07-01,0.12617453798767994,144.75269897062518,0.9560632688927944,-9.0,155.0,12.0
2020-07-02,0.12617453798767994,144.609841827768,0.9560632688927944,0.0,3.0,3.0
2020-07-03,0.12617453798767994,144.609841827768,0.9560632688927944,0.0,17.0,21.0
2020-07-04,0.12617453798767994,144.46698468491087,0.9560632688927944,-3.0,79.0,-26.0
2020-07-05,0.12617453798767994,112.06452422796886,0.9560632688927944,-2.0,-77.0,-77.0
2020-07-06,0.12617453798767994,78.09063519959828,0.9560632688927944,8.0,-167.0,97.0
2020-07-07,0.12617453798767994,111.92166708511172,0.9560632688927944,-6.0,144.0,-4.0
2020-07-08,0.12617453798767994,111.92166708511172,0.9560632688927944,3.0,-28.0,3.0
2020-07-09,0.12617453798767994,147.1812703991966,0.9560632688927944,8.0,3.0,-16.0
2020-07-10,0.12617453798767994,115.77880994225458,0.9560632688927944,6.0,-12.0,-25.0
2020-07-11,0.12617453798767994,115.63595279939743,0.9560632688927944,-20.0,76.0,23.0
2020-07-12,0.12617453798767994,113.06452422796886,0.9560632688927944,3.0,-12.0,-79.0
2020-07-13,0.12617453798767994,111.77880994225458,0.9560632688927944,5.0,-36.0,96.0
2020-07-14,0.12617453798767994,76.94777805674116,0.9560632688927944,-1.0,1.0,-8.0
2020-07-15,0.12617453798767994,76.94777805674116,0.9560632688927944,-5.0,-12.0,34.0
2020-07-16,0.12617453798767994,46.25960331408486,0.9560632688927944,4.0,-21.0,0.0
2020-07-17,0.12617453798767994,43.54531759979915,0.9560632688927944,-2.0,72.0,26.0
2020-07-18,0.12617453798767994,43.688174742656294,0.9560632688927944,-4.0,86.0,-25.0
2020-07-19,0.12617453798767994,78.66206377102687,0.9560632688927944,3.0,-100.0,-101.0
2020-07-20,0.12617453798767994,80.23349234245543,0.9560632688927944,2.0,-8.0,57.0
2020-07-21,0.12617453798767994,82.37634948531259,0.9560632688927944,4.0,4.0,43.0
2020-07-22,0.12617453798767994,82.37634948531259,0.9560632688927944,-2.0,0.0,-1.0
2020-07-23,0.12617453798767994,79.66206377102687,0.9560632688927944,3.0,-6.0,-6.0
2020-07-24,0.12617453798767994,82.37634948531259,0.9560632688927944,-4.0,27.0,29.0
2020-07-25,0.12617453798767994,117.63595279939743,0.9560632688927944,-12.0,50.0,-53.0
2020-07-26,0.12617453798767994,117.63595279939743,0.9560632688927944,6.0,-58.0,-52.0
2020-07-27,0.12617453798767994,119.06452422796886,0.9560632688927944,5.0,-4.0,88.0
2020-07-28,0.12617453798767994,151.75269897062518,0.9560632688927944,2.0,-2.0,-13.0
2020-07-29,0.12617453798767994,118.20738137082601,0.9560632688927944,-2.0,1.0,-18.0
2020-07-30,0.12617453798767994,117.49309565654029,0.9560632688927944,2.0,-7.0,-41.0
2020-07-31,0.12617453798767994,113.92166708511172,0.9560632688927944,-2.0,34.0,34.0
2020-08-01,0.12617453798767994,86.37634948531256,0.9560632688927944,-13.0,59.0,23.0
2020-08-02,0.12617453798767994,52.83103188551343,0.9560632688927944,8.0,-62.0,-81.0
2020-08-03,0.12617453798767994,52.25960331408486,0.9560632688927944,8.0,-34.0,23.0
2020-08-04,0.12617453798767994,17.142857142857142,0.9560632688927944,0.0,-5.0,37.0
2020-08-05,0.12617453798767994,19.857142857142858,0.9560632688927944,-4.0,32.0,-107.0
2020-08-06,0.12617453798767994,18.714285714285715,0.9560632688927944,4.0,-2.0,63.0
2020-08-07,0.12617453798767994,22.0,0.9560632688927944,-7.0,65.0,40.0
2020-08-08,0.12617453798767994,17.857142857142858,0.9560632688927944,-2.0,84.0,-51.0
2020-08-09,0.12617453798767994,19.714285714285715,0.9560632688927944,0.0,-38.0,-41.0
2020-08-10,0.12617453798767994,17.428571428571427,0.9560632688927944,7.0,-77.0,18.0
2020-08-11,0.12617453798767994,20.571428571428573,0.9560632688927944,5.0,14.0,27.0
2020-08-12,0.12617453798767994,16.0,0.9560632688927944,-5.0,12.0,-40.0
2020-08-13,0.12617453798767994,51.25960331408486,0.9560632688927944,2.0,-22.0,-29.0
2020-08-14,0.12617453798767994,48.54531759979915,0.9560632688927944,-3.0,49.0,22.0
2020-08-15,0.12617453798767994,61.83103188551343,0.9560632688927944,-2.0,54.0,17.0
2020-08-16,0.12617453798767994,59.688174742656294,0.9560632688927944,-1.0,-54.0,-44.0
2020-08-17,0.12617453798767994,94.804920913884,0.9560632688927944,27.0,-142.0,44.0
2020-08-18,0.12617453798767994,101.37634948531259,0.9560632688927944,-2.0,2.0,2.0
2020-08-19,0.12617453798767994,103.0906351995983,0.9560632688927944,1.0,-2.0,-6.0
2020-08-20,0.12617453798767994,70.68817474265629,0.9560632688927944,4.0,1.0,-4.0
2020-08-21,0.12617453798767994,70.68817474265629,0.9560632688927944,0.0,8.0,27.0
2020-08-22,0.12617453798767994,55.54531759979915,0.9560632688927944,-6.0,30.0,5.0
2020-08-23,0.12617453798767994,53.97388902837058,0.9560632688927944,-17.0,29.0,44.0
2020-08-24,0.12617453798767994,23.428571428571427,0.9560632688927944,2.0,-3.0,19.0
2020-08-25,0.12617453798767994,15.285714285714286,0.9560632688927944,1.0,2.0,-5.0
2020-08-26,0.12617453798767994,48.97388902837058,0.9560632688927944,-3.0,-5.0,10.0
2020-08-27,0.12617453798767994,46.83103188551343,0.9560632688927944,5.0,-40.0,-31.0
2020-08-28,0.12617453798767994,49.83103188551343,0.9560632688927944,4.0,33.0,0.0
2020-08-29,0.12617453798767994,48.54531759979915,0.9560632688927944,-6.0,32.0,35.0
2020-08-30,0.12617453798767994,48.83103188551343,0.9560632688927944,-6.0,-19.0,-26.0
2020-08-31,0.12617453798767994,79.37634948531259,0.9560632688927944,7.0,-8.0,-3.0
2020-09-01,0.14,78.66206377102687,0.9560632688927944,-4.0,10.0,16.0
2020-09-02,0.14,78.66206377102687,0.9560632688927944,-1.0,-5.0,-3.0
2020-09-03,0.14,80.51920662816973,0.9560632688927944,-1.0,8.0,6.0
2020-09-04,0.14,77.23349234245543,0.9560632688927944,3.0,-12.0,-2.0
2020-09-05,0.14,78.804920913884,0.9560632688927944,-9.0,44.0,65.0
2020-09-06,0.14,85.804920913884,0.9560632688927944,1.0,-32.0,-71.0
2020-09-07,0.14,85.804920913884,0.9560632688927944,5.0,-5.0,15.0
2020-09-08,0.14,85.804920913884,0.9560632688927944,-2.0,5.0,25.0
2020-09-09,0.14,60.11674617122772,0.9560632688927944,-1.0,-9.0,-35.0
2020-09-10,0.14,77.40246045694201,0.9560632688927944,6.0,-13.0,-20.0
2020-09-11,0.14,83.11674617122773,0.9560632688927944,17.0,-76.0,-135.0
2020-09-12,0.14,85.83103188551344,0.9560632688927944,-17.0,71.0,10.0
2020-09-13,0.14,80.40246045694201,0.9560632688927944,-1.0,-65.0,-24.0
2020-09-14,0.14,80.40246045694201,0.9560632688927944,18.0,-12.0,39.0
2020-09-15,0.14,86.54531759979916,0.9560632688927944,1.0,-6.0,-42.0
2020-09-16,0.14,80.40246045694201,0.9560632688927944,5.0,3.0,35.0
2020-09-17,0.14,64.25960331408486,0.9560632688927944,3.0,24.0,-4.0
2020-09-18,0.14,59.688174742656294,0.9560632688927944,2.0,1.0,3.0
