Fecha de diagnóstico,BMW,Casos,Muertes,Mov Residencial,Mov trabajo,Mov estaciones
2021-02-12,244.0,138.71428571428572,2.0,9.0,-17.333333333333332,-8.0
2021-02-13,141.0,134.0,7.0,5.333333333333333,-7.333333333333333,-10.333333333333334
2021-02-14,0.0,129.71428571428572,0.0,6.333333333333333,-5.333333333333333,-13.0
2021-02-15,201.0,127.14285714285714,3.0,9.333333333333334,-20.333333333333332,-2.6666666666666665
2021-02-16,241.0,118.28571428571429,3.0,9.333333333333334,-19.0,-10.666666666666666
2021-02-17,221.0,112.57142857142857,5.0,10.0,-18.666666666666668,-7.666666666666667
2021-02-18,209.0,118.42857142857143,8.0,10.0,-20.0,-8.666666666666666
2021-02-19,238.0,110.85714285714286,1.0,9.0,-13.666666666666666,-0.3333333333333333
2021-02-20,142.0,109.57142857142857,4.0,4.666666666666667,-3.6666666666666665,-3.3333333333333335
2021-02-21,0.0,106.85714285714286,4.0,5.0,-3.0,-6.0
2021-02-22,219.0,102.57142857142857,4.0,10.0,-18.0,-4.0
2021-02-23,226.0,99.57142857142857,6.0,9.333333333333334,-16.333333333333332,-10.666666666666666
2021-02-24,201.0,102.71428571428571,4.0,9.333333333333334,-16.0,-3.3333333333333335
2021-02-25,227.0,98.14285714285714,1.0,9.333333333333334,-18.0,-6.333333333333333
2021-02-26,239.0,99.0,3.0,8.333333333333334,-11.333333333333334,6.666666666666667
2021-02-27,144.0,97.0,4.0,3.3333333333333335,-0.6666666666666666,4.333333333333333
2021-02-28,0.0,99.71428571428571,2.0,3.6666666666666665,0.3333333333333333,4.666666666666667
2021-03-01,191.0,96.85714285714286,2.0,8.0,-16.0,4.333333333333333
2021-03-02,218.0,96.71428571428571,1.0,8.0,-14.333333333333334,5.333333333333333
2021-03-03,232.0,89.71428571428571,3.0,8.666666666666666,-15.666666666666666,6.666666666666667
2021-03-04,224.0,82.28571428571429,3.0,8.666666666666666,-17.666666666666668,2.6666666666666665
2021-03-05,201.0,82.85714285714286,3.0,7.666666666666667,-10.666666666666666,3.6666666666666665
2021-03-06,127.0,80.57142857142857,2.0,4.333333333333333,-1.3333333333333333,4.666666666666667
2021-03-07,0.0,76.14285714285714,0.0,5.0,-1.6666666666666667,0.6666666666666666
2021-03-08,220.0,77.14285714285714,0.0,8.333333333333334,-15.0,5.333333333333333
2021-03-09,204.0,77.57142857142857,0.0,9.0,-14.333333333333334,-1.0
2021-03-10,210.0,74.0,2.0,8.666666666666666,-14.0,6.333333333333333
2021-03-11,218.0,68.71428571428571,0.0,9.333333333333334,-15.333333333333334,-1.6666666666666667
2021-03-12,226.0,64.28571428571429,1.0,8.333333333333334,-9.333333333333334,-0.6666666666666666
2021-03-13,153.0,77.0,8.0,4.333333333333333,0.0,4.0
2021-03-14,0.0,72.71428571428571,1.0,4.666666666666667,1.0,-1.6666666666666667
2021-03-15,212.0,68.0,2.0,9.0,-13.666666666666666,4.666666666666667
2021-03-16,243.0,64.28571428571429,1.0,8.333333333333334,-12.333333333333334,-0.6666666666666666
2021-03-17,221.0,66.14285714285714,1.0,8.666666666666666,-12.0,7.333333333333333
2021-03-18,233.0,73.42857142857143,3.0,9.333333333333334,-14.0,2.0
2021-03-19,238.0,72.28571428571429,0.0,7.0,-7.333333333333333,10.0
2021-03-20,154.0,61.857142857142854,2.0,3.6666666666666665,0.0,8.333333333333334
2021-03-21,0.0,67.28571428571429,1.0,2.6666666666666665,2.6666666666666665,-4.0
