FECHA,BMW,Casos,Muertes,Mov Residencial,Mov trabajo,Mov estaciones
2020-06-17,0.171,61.058779761904766,2.9713541666666665,12.0,11.0,-65.0
2020-06-18,0.171,59.91592261904763,2.9713541666666665,-2.0,-27.0,-30.0
2020-06-19,0.171,45.0,2.971354166666667,-6.0,47.0,37.0
2020-06-20,0.171,56.0,2.9713541666666665,-3.0,9.0,63.0
2020-06-21,0.171,56.0,2.971354166666667,-3.0,67.0,-44.0
2020-06-22,0.171,58.285714285714285,2.9713541666666665,12.0,-100.0,-23.0
2020-06-23,0.171,60.142857142857146,2.9713541666666665,-12.0,-57.0,99.0
2020-06-24,0.171,59.714285714285715,2.971354166666667,6.0,68.0,-96.0
2020-06-25,0.171,64.28571428571429,2.9713541666666665,3.0,-30.0,0.0
2020-06-26,0.171,56.285714285714285,2.9713541666666665,-7.0,31.0,20.0
2020-06-27,0.171,45.0,2.971354166666667,7.0,1.0,-26.0
2020-06-28,0.171,49.142857142857146,2.9713541666666665,-6.0,43.0,46.0
2020-06-29,0.171,47.0,2.971354166666667,8.0,-55.0,-26.0
2020-06-30,0.171,44.714285714285715,2.9713541666666665,-15.0,-27.0,4.0
2020-07-01,0.0064516129032258064,41.42857142857143,2.9713541666666665,15.0,13.0,-17.0
2020-07-02,0.0064516129032258064,31.857142857142858,2.971354166666667,-12.0,9.0,42.0
2020-07-03,0.0064516129032258064,34.42857142857143,2.9713541666666665,-4.0,25.0,21.0
2020-07-04,0.0064516129032258064,33.285714285714285,2.9713541666666665,3.0,-1.0,37.0
2020-07-05,0.0064516129032258064,25.857142857142858,2.971354166666667,-4.0,48.0,-27.0
2020-07-06,0.0064516129032258064,23.285714285714285,2.9713541666666665,3.0,-65.0,-56.0
2020-07-07,0.0064516129032258064,28.0,2.971354166666667,-1.0,-17.0,99.0
2020-07-08,0.0064516129032258064,25.0,2.9713541666666665,1.0,50.0,-90.0
2020-07-09,0.0064516129032258064,24.428571428571427,2.9713541666666665,1.0,-31.0,20.0
2020-07-10,0.0064516129032258064,38.0,2.971354166666667,10.0,29.0,-1.0
2020-07-11,0.0064516129032258064,38.285714285714285,2.9713541666666665,5.0,-54.0,51.0
2020-07-12,0.0064516129032258064,34.714285714285715,2.9713541666666665,-12.0,103.0,-64.0
2020-07-13,0.0064516129032258064,33.714285714285715,2.971354166666667,6.0,-53.0,1.0
2020-07-14,0.0064516129032258064,34.57142857142857,2.9713541666666665,-3.0,-21.0,61.0
2020-07-15,0.0064516129032258064,37.857142857142854,2.971354166666667,-2.0,52.0,-69.0
2020-07-16,0.0064516129032258064,44.857142857142854,2.9713541666666665,-2.0,-24.0,-9.0
2020-07-17,0.0064516129032258064,31.142857142857142,2.9713541666666665,-5.0,38.0,44.0
2020-07-18,0.0064516129032258064,42.57142857142857,2.971354166666667,4.0,-26.0,-27.0
2020-07-19,0.0064516129032258064,43.142857142857146,2.9713541666666665,1.0,29.0,29.0
2020-07-20,0.0064516129032258064,42.714285714285715,2.9713541666666665,2.0,-41.0,-16.0
2020-07-21,0.0064516129032258064,49.0,2.971354166666667,6.0,-17.0,18.0
2020-07-22,0.0064516129032258064,51.42857142857143,2.9713541666666665,6.0,20.0,-10.0
2020-07-23,0.0064516129032258064,50.142857142857146,2.971354166666667,7.0,-57.0,-39.0
2020-07-24,0.0064516129032258064,49.42857142857143,2.9713541666666665,44.0,-94.0,-149.0
2020-07-25,0.0064516129032258064,40.714285714285715,2.9713541666666665,4.0,11.0,-11.0
2020-07-26,0.0064516129032258064,46.285714285714285,2.971354166666667,-20.0,129.0,26.0
2020-07-27,0.0064516129032258064,51.57142857142857,2.9713541666666665,38.0,-180.0,-50.0
2020-07-28,0.0064516129032258064,64.34449404761905,2.9713541666666665,-6.0,-24.0,-9.0
2020-07-29,0.0064516129032258064,82.48735119047619,2.971354166666667,10.0,30.0,13.0
2020-07-30,0.0064516129032258064,81.34449404761905,3.1183035714285716,-11.0,-18.0,2.0
2020-07-31,0.0064516129032258064,93.48735119047619,2.836681547619048,0.0,23.0,25.0
2020-08-01,0.06741935483870967,108.48735119047619,2.555059523809524,4.0,-18.0,-40.0
2020-08-02,0.06741935483870967,110.77306547619048,2.2734374999999996,-18.0,166.0,6.0
2020-08-03,0.06741935483870967,116.20163690476191,2.2734375,28.0,-169.0,-12.0
2020-08-04,0.06741935483870967,104.57142857142857,2.2734375,-8.0,-27.0,4.0
2020-08-05,0.06741935483870967,90.71428571428571,2.2734375,-7.0,67.0,3.0
2020-08-06,0.06741935483870967,101.71428571428571,1.8448660714285714,-1.0,-9.0,13.0
2020-08-07,0.06741935483870967,120.71428571428571,1.9877232142857142,-21.0,83.0,59.0
2020-08-08,0.06741935483870967,125.57142857142857,1.9877232142857142,6.0,-21.0,-42.0
2020-08-09,0.06741935483870967,131.71428571428572,2.269345238095238,-11.0,176.0,9.0
2020-08-10,0.06741935483870967,133.28571428571428,2.269345238095238,18.0,-163.0,1.0
2020-08-11,0.06741935483870967,131.85714285714286,1.9877232142857142,-6.0,-19.0,-6.0
2020-08-12,0.06741935483870967,127.0,1.9877232142857142,-3.0,22.0,19.0
2020-08-13,0.06741935483870967,127.85714285714286,1.9877232142857142,2.0,-34.0,-7.0
2020-08-14,0.06741935483870967,104.57142857142857,2.1264880952380953,-8.0,75.0,21.0
2020-08-15,0.06741935483870967,107.85714285714286,2.408110119047619,14.0,-26.0,-59.0
2020-08-16,0.06741935483870967,116.57142857142857,2.412202380952381,-32.0,183.0,54.0
2020-08-17,0.06741935483870967,119.14285714285714,2.130580357142857,12.0,-179.0,38.0
2020-08-18,0.06741935483870967,117.71428571428571,2.130580357142857,-8.0,-4.0,-1.0
2020-08-19,0.06741935483870967,127.71428571428571,2.130580357142857,6.0,6.0,5.0
2020-08-20,0.06741935483870967,116.14285714285714,2.4122023809523805,0.0,-8.0,-7.0
2020-08-21,0.06741935483870967,121.57142857142857,2.2734375,-5.0,24.0,11.0
2020-08-22,0.06741935483870967,106.0,2.134672619047619,3.0,-10.0,-8.0
2020-08-23,0.06741935483870967,96.71428571428571,2.130580357142857,-12.0,67.0,-2.0
2020-08-24,0.06741935483870967,96.42857142857143,2.412202380952381,12.0,-68.0,20.0
2020-08-25,0.06741935483870967,97.0,2.555059523809524,-13.0,-3.0,-8.0
2020-08-26,0.06741935483870967,101.28571428571429,2.2734375,5.0,3.0,12.0
2020-08-27,0.06741935483870967,114.28571428571429,2.2734375,0.0,3.0,-9.0
2020-08-28,0.06741935483870967,113.42857142857143,2.2734375,-1.0,14.0,15.0
2020-08-29,0.06741935483870967,118.28571428571429,2.130580357142857,-1.0,2.0,-16.0
2020-08-30,0.06741935483870967,123.71428571428571,2.130580357142857,-6.0,52.0,-4.0
2020-08-31,0.06741935483870967,127.14285714285714,2.130580357142857,3.0,-54.0,18.0
2020-09-01,0.17099999999999999,134.0,1.9877232142857142,-11.0,5.0,5.0
2020-09-02,0.17099999999999999,131.71428571428572,2.269345238095238,1.0,2.0,18.0
2020-09-03,0.17099999999999999,126.28571428571429,2.2734375,7.0,-13.0,-10.0
2020-09-04,0.17099999999999999,122.28571428571429,2.416294642857143,-1.0,26.0,17.0
2020-09-05,0.17099999999999999,131.85714285714286,2.416294642857143,-4.0,0.0,-22.0
