Fecha de diagnóstico,AMB
2021-07-24,7.0
2021-07-25,7.4490315701844185
2021-07-26,7.922391433992237
2021-07-27,8.425667284539353
2021-07-28,8.959695139458155
2021-07-29,9.52517039040809
2021-07-30,10.12262247403481
2021-07-31,10.752389259315745
2021-08-01,11.414591598024408
2021-08-02,12.10910895301558
2021-08-03,12.835557083929407
2021-08-04,13.593268529621271
2021-08-05,14.381276988132697
2021-08-06,15.198306457933636
2021-08-07,16.042765989445652
2021-08-08,16.912750825005794
2021-08-09,17.806050473762962
2021-08-10,18.720164060877398
2021-08-11,19.6523230512233
2021-08-12,20.599520932917052
2021-08-13,21.558549663907158
2021-08-14,22.52604172762937
2021-08-15,23.49851670656587
2021-08-16,24.472431196193792
2021-08-17,25.44423035994882
2021-08-18,26.41039967031541
2021-08-19,27.367515101693975
2021-08-20,28.312290436021964
2021-08-21,29.241620251647625
2021-08-22,30.152617464350776
2021-08-23,31.04264458562928
2021-08-24,31.909338286615476
2021-08-25,32.750626720640206
2021-08-26,33.56473980691346
2021-08-27,34.35021291586674
2021-08-28,35.10588417139293
2021-08-29,35.830886150805604
2021-08-30,36.52463305708041
2021-08-31,37.186803743094316
2021-09-01,37.81732182417764
2021-09-02,38.41633360809206
2021-09-03,38.984184673896074
2021-09-04,39.52139584065213
2021-09-05,40.02863915534391
2021-09-06,40.50671443648714
2021-09-07,40.956526818434035
2021-09-08,41.379065625919125
2021-09-09,41.7753848205952
2021-09-10,42.14658513431524
2021-09-11,42.49379805844342
2021-09-12,42.81817165220416
2021-09-13,43.12085810801579
2021-09-14,43.403003109106955
2021-09-15,43.66573676195116
2021-09-16,43.91016610086511
2021-09-17,44.13736894684621
2021-09-18,44.348389039518594
2021-09-19,44.5442322967024
2021-09-20,44.72586403917413
2021-09-21,44.89420710741257
2021-09-22,45.05014069197938
2021-09-23,45.194499812467775
2021-09-24,45.32807531994129
2021-09-25,45.4516143324475
2021-09-26,45.56582103955506
2021-09-27,45.67135777890471
2021-09-28,45.76884634504156
2021-09-29,45.85886946077653
2021-09-30,45.94197237182649
2021-10-01,46.01866452439045
2021-10-02,46.089421289942244
2021-10-03,46.154685717026545
2021-10-04,46.21487028223607
2021-10-05,46.27035859534044
2021-10-06,46.32150704049893
2021-10-07,46.36864655392176
2021-10-08,46.41208413044752
2021-10-09,46.45210433244955
2021-10-10,46.48897082454046
2021-10-11,46.52292772860724
2021-10-12,46.55420091610099
2021-10-13,46.58299931494969
2021-10-14,46.609516076009086
2021-10-15,46.633929682791894
2021-10-16,46.656405006812626
2021-10-17,46.67709430071489
2021-10-18,46.69613810588569
2021-10-19,46.71366611490906
2021-10-20,46.72979798037743
2021-10-21,46.74464406425274
2021-10-22,46.7583061347247
2021-10-23,46.77087801421294
2021-10-24,46.78244618399535
2021-10-25,46.793090343687375
2021-10-26,46.80288393149543
2021-10-27,46.81189460602387
2021-10-28,46.82018469150559
2021-10-29,46.82781158997045
2021-10-30,46.83482816640314
2021-10-31,46.84128310060447
2021-11-01,46.84722121427794
2021-11-02,46.85268377261394
2021-11-03,46.85770876404686
2021-11-04,46.86233115705369
2021-11-05,46.86658313824009
2021-11-06,46.870494331697515
2021-11-07,46.87409200124737
2021-11-08,46.877401237291195
2021-11-09,46.88044512863801
2021-11-10,46.88324492149748
2021-11-11,46.88582016534435
2021-11-12,46.888188848050646
2021-11-13,46.890367519689185
2021-11-14,46.8923714072559
2021-11-15,46.89421451976046
2021-11-16,46.89590974544938
2021-11-17,46.89746894108418
2021-11-18,46.89890301423728
2021-11-19,46.90022199910769
2021-11-20,46.901435126177766
2021-11-21,46.90255088654224
2021-11-22,46.90357709087586
2021-11-23,46.90452092397589
2021-11-24,46.9053889946868
2021-11-25,46.90618738211441
2021-11-26,46.906921677909445
2021-11-27,46.90759702538102
2021-11-28,46.90821815534206
2021-11-29,46.90878941917181
2021-11-30,46.90931481921804
2021-12-01,46.90979803674001
2021-12-02,46.91024245767908
2021-12-03,46.91065119628413
2021-12-04,46.91102711694312
2021-12-05,46.91137285416448
2021-12-06,46.91169083106263
2021-12-07,46.91198327626217
2021-12-08,46.91225223954138
2021-12-09,46.912499606145175
2021-12-10,46.91272711000292
2021-12-11,46.912936345863
2021-12-12,46.91312878045585
2021-12-13,46.91330576277713
2021-12-14,46.91346853352017
2021-12-15,46.913618233784945
2021-12-16,46.91375591304443
2021-12-17,46.91388253653668
2021-12-18,46.91399899200579
2021-12-19,46.91410609590642
2021-12-20,46.9142045991496
2021-12-21,46.91429519235648
2021-12-22,46.914378510690774
2021-12-23,46.91445513832347
2021-12-24,46.91452561251895
2021-12-25,46.9145904273991
2021-12-26,46.91465003741278
2021-12-27,46.9147048605155
2021-12-28,46.914755281103886
2021-12-29,46.9148016527105
2021-12-30,46.914844300481505
2021-12-31,46.9148835234503
